sensor_id,timestamp,latitude,longitude,sensor_type,reading_value,status,geometry,zone
1078,2023-01-05 06:34:00,37.01709359730543,-122.04773529855105,temp,24.117028628399083,faulty,POINT (-122.04773529855105 37.01709359730543),Zone C
1677,2023-01-05 06:35:00,37.94687694442255,-122.20785753827865,temp,93.83754976713558,active,POINT (-122.20785753827865 37.94687694442255),Zone C
1992,2023-01-05 06:41:00,37.675467615420864,-121.82796910282308,humidity,10.004718577667248,active,POINT (-121.82796910282308 37.675467615420864),Zone C
1027,2023-01-05 06:43:00,37.458890224952704,-122.43122433845244,seismic,70.7357170922727,inactive,POINT (-122.43122433845244 37.458890224952704),Zone C
1592,2023-01-05 06:45:00,37.96608039754368,-122.08638824503709,humidity,62.01141418086711,faulty,POINT (-122.08638824503709 37.96608039754368),Zone C
1533,2023-01-05 06:46:00,37.53295017429043,-122.14517371715712,flood,87.11000971646247,faulty,POINT (-122.14517371715712 37.53295017429043),Zone C
1866,2023-01-05 06:50:00,37.50756501387104,-121.8386587405822,seismic,17.356089752614313,active,POINT (-121.8386587405822 37.50756501387104),Zone C
1119,2023-01-05 06:56:00,37.190549535149664,-121.9868636498525,humidity,66.84875541473889,active,POINT (-121.9868636498525 37.190549535149664),Zone C
1577,2023-01-05 07:02:00,37.64013293127373,-121.95854348611198,temp,57.12459685069703,inactive,POINT (-121.95854348611198 37.64013293127373),Zone C
1712,2023-01-05 07:06:00,37.82989035518762,-122.47362477945576,temp,25.16451409382968,active,POINT (-122.47362477945576 37.82989035518762),Zone C
1914,2023-01-05 07:11:00,37.55053502123427,-121.5540197359784,flood,40.048212447615214,inactive,POINT (-121.5540197359784 37.55053502123427),Zone C
1474,2023-01-05 07:19:00,37.47515543101217,-121.96892850005308,temp,64.85982706720965,active,POINT (-121.96892850005308 37.47515543101217),Zone C
1494,2023-01-05 07:20:00,37.70548891505376,-121.90346152839464,flood,0.6254553822202191,inactive,POINT (-121.90346152839464 37.70548891505376),Zone C
1822,2023-01-05 07:21:00,37.14838685759247,-122.0820462303603,flood,72.50770246674806,faulty,POINT (-122.0820462303603 37.14838685759247),Zone C
1405,2023-01-05 07:26:00,37.427620803269605,-121.59054314755494,humidity,20.38173694011108,active,POINT (-121.59054314755494 37.427620803269605),Zone C
1750,2023-01-05 07:35:00,37.89059641162945,-122.4596628759531,seismic,67.05953395660296,active,POINT (-122.4596628759531 37.89059641162945),Zone C
1825,2023-01-05 07:38:00,37.64835966127783,-121.55801773549432,humidity,43.21518635964037,inactive,POINT (-121.55801773549432 37.64835966127783),Zone C
1449,2023-01-05 07:43:00,37.84090957569619,-122.44685382932136,humidity,24.974565174144423,active,POINT (-122.44685382932136 37.84090957569619),Zone C
1811,2023-01-05 07:49:00,37.15929808808611,-121.74088074705276,temp,78.12431842090756,inactive,POINT (-121.74088074705276 37.15929808808611),Zone C
1997,2023-01-05 07:52:00,37.71197860005622,-121.50555161194669,flood,98.6696704001295,faulty,POINT (-121.50555161194669 37.71197860005622),Zone C
1554,2023-01-05 07:55:00,37.00229016461892,-121.74765066464816,flood,45.48355437895003,active,POINT (-121.74765066464816 37.00229016461892),Zone C
1534,2023-01-05 07:59:00,37.29277059861797,-122.05552387543916,seismic,70.03689432614873,inactive,POINT (-122.05552387543916 37.29277059861797),Zone C
1812,2023-01-05 08:06:00,37.42369543567342,-122.4094288513286,flood,12.50801639796607,active,POINT (-122.4094288513286 37.42369543567342),Zone C
1680,2023-01-05 08:08:00,37.87325381371444,-121.88967465118284,humidity,15.9402969697666,faulty,POINT (-121.88967465118284 37.87325381371444),Zone C
1242,2023-01-05 08:22:00,37.019476432997344,-122.47956867586204,seismic,98.20975831383062,faulty,POINT (-122.47956867586204 37.019476432997344),Zone C
1018,2023-01-05 08:24:00,37.95389393562825,-121.9529907097404,temp,66.25736890862652,active,POINT (-121.9529907097404 37.95389393562825),Zone C
1755,2023-01-05 08:26:00,37.39084937463743,-122.08330046423188,humidity,64.66992716018387,active,POINT (-122.08330046423188 37.39084937463743),Zone C
1720,2023-01-05 08:31:00,37.7306053967201,-121.5259112166233,flood,24.301029916674267,inactive,POINT (-121.5259112166233 37.7306053967201),Zone C
1776,2023-01-05 08:32:00,37.97830864573883,-122.02428108543158,flood,22.644029796923693,active,POINT (-122.02428108543158 37.97830864573883),Zone C
1105,2023-01-05 08:35:00,37.69455216078734,-121.55654449036766,temp,70.80695097224317,active,POINT (-121.55654449036766 37.69455216078734),Zone C
1105,2023-01-05 08:44:00,37.1644999432349,-122.2008904954088,temp,87.07522999839799,inactive,POINT (-122.2008904954088 37.1644999432349),Zone C
1037,2023-01-05 08:45:00,37.80768506849344,-121.88977688765706,temp,3.4811219561204587,faulty,POINT (-121.88977688765706 37.80768506849344),Zone C
1573,2023-01-05 08:49:00,37.628796486133936,-121.6417514846852,temp,7.754239515340133,inactive,POINT (-121.6417514846852 37.628796486133936),Zone C
1468,2023-01-05 08:53:00,37.98833896865019,-122.01151703622388,flood,10.125247232212498,faulty,POINT (-122.01151703622388 37.98833896865019),Zone C
1644,2023-01-05 08:57:00,37.483810452460006,-122.06682154953756,humidity,31.000004522620262,inactive,POINT (-122.06682154953756 37.483810452460006),Zone C
1219,2023-01-05 09:03:00,37.30370536116922,-121.74273793884252,seismic,36.004988276342296,inactive,POINT (-121.74273793884252 37.30370536116922),Zone C
1728,2023-01-05 09:05:00,37.243821380036216,-122.04537783771234,seismic,6.947950010613946,faulty,POINT (-122.04537783771234 37.243821380036216),Zone C
1140,2023-01-05 09:07:00,37.574525381679614,-121.81711552409064,temp,36.65595422190292,faulty,POINT (-121.81711552409064 37.574525381679614),Zone C
1293,2023-01-05 09:12:00,37.62161171477874,-122.06236971450753,seismic,50.55585715099154,active,POINT (-122.06236971450753 37.62161171477874),Zone C
1106,2023-01-05 09:14:00,37.509045206030784,-121.73380599160735,seismic,71.651062975304,faulty,POINT (-121.73380599160735 37.509045206030784),Zone C
1076,2023-01-05 09:18:00,37.32253275740909,-121.71358275582536,temp,53.05645448739639,inactive,POINT (-121.71358275582536 37.32253275740909),Zone C
1851,2023-01-05 09:23:00,37.02862812587919,-122.41543801321455,humidity,87.92428936536419,faulty,POINT (-122.41543801321455 37.02862812587919),Zone C
1744,2023-01-05 09:27:00,37.7371423202157,-121.58426472243175,flood,45.44289767557971,faulty,POINT (-121.58426472243175 37.7371423202157),Zone C
1503,2023-01-05 09:28:00,37.65145100567829,-121.90867635377931,humidity,82.3282729408069,inactive,POINT (-121.90867635377931 37.65145100567829),Zone C
1731,2023-01-05 09:32:00,37.19610396485094,-122.29500687381616,humidity,48.21545555106882,faulty,POINT (-122.29500687381616 37.19610396485094),Zone C
1262,2023-01-05 09:34:00,37.677313693156094,-122.44512299820666,seismic,2.4838618031917115,inactive,POINT (-122.44512299820666 37.677313693156094),Zone C
1788,2023-01-05 09:43:00,37.62692645663716,-122.1759522094395,temp,36.08871490731684,inactive,POINT (-122.1759522094395 37.62692645663716),Zone C
1668,2023-01-05 09:46:00,37.17619789312344,-122.02618816592698,seismic,82.85323199249767,inactive,POINT (-122.02618816592698 37.17619789312344),Zone C
1753,2023-01-05 09:47:00,37.24570829641234,-122.32426306329486,humidity,70.94335471726771,inactive,POINT (-122.32426306329486 37.24570829641234),Zone C
1905,2023-01-05 09:51:00,37.82530951020853,-121.86711726863714,humidity,9.688708710434824,inactive,POINT (-121.86711726863714 37.82530951020853),Zone C
1081,2023-01-05 09:52:00,37.21211244721949,-122.42610722325804,humidity,81.27163714535803,active,POINT (-122.42610722325804 37.21211244721949),Zone C
1022,2023-01-05 09:54:00,37.46818738376477,-121.57927731358868,temp,60.16588782451122,faulty,POINT (-121.57927731358868 37.46818738376477),Zone C
1761,2023-01-05 10:00:00,37.07384300240582,-121.70736281736228,seismic,21.2874858731117,active,POINT (-121.70736281736228 37.07384300240582),Zone C
1231,2023-01-05 10:01:00,37.33738648413354,-121.56713354476824,humidity,30.08134339576885,faulty,POINT (-121.56713354476824 37.33738648413354),Zone C
1163,2023-01-05 10:07:00,37.741184528674296,-121.57179753600325,seismic,36.911440683692135,inactive,POINT (-121.57179753600325 37.741184528674296),Zone C
1248,2023-01-05 10:09:00,37.94204655409388,-122.35761240917988,temp,48.04620910673953,faulty,POINT (-122.35761240917988 37.94204655409388),Zone C
1034,2023-01-05 10:10:00,37.11212254858568,-122.07941954359572,flood,59.16968522104498,faulty,POINT (-122.07941954359572 37.11212254858568),Zone C
1106,2023-01-05 10:11:00,37.94614071370604,-122.01227719593145,flood,79.35071420228805,active,POINT (-122.01227719593145 37.94614071370604),Zone C
1922,2023-01-05 10:14:00,37.616439808673576,-122.46752640241422,seismic,79.78632522110436,active,POINT (-122.46752640241422 37.616439808673576),Zone C
1183,2023-01-05 10:15:00,37.36072036328595,-122.28944632694903,seismic,26.500429899308653,active,POINT (-122.28944632694903 37.36072036328595),Zone C
1146,2023-01-05 10:17:00,37.55246592098444,-122.414612169283,seismic,72.85170819559839,inactive,POINT (-122.414612169283 37.55246592098444),Zone C
1009,2023-01-05 10:19:00,37.21921452059155,-121.52103986729878,temp,0.8596136201939553,faulty,POINT (-121.52103986729878 37.21921452059155),Zone C
1849,2023-01-05 10:25:00,37.578546735635385,-122.19413134371524,humidity,99.53032463400028,active,POINT (-122.19413134371524 37.578546735635385),Zone C
1216,2023-01-05 10:29:00,37.30984277641846,-122.31164906031498,humidity,25.99924767308299,inactive,POINT (-122.31164906031498 37.30984277641846),Zone C
1148,2023-01-05 10:38:00,37.75655348049753,-122.17526523995268,humidity,37.731363777379,active,POINT (-122.17526523995268 37.75655348049753),Zone C
1069,2023-01-05 10:44:00,37.8146279826189,-122.09426760157832,flood,39.14179560824782,active,POINT (-122.09426760157832 37.8146279826189),Zone C
1596,2023-01-05 10:48:00,37.43700176534351,-122.0355186611415,seismic,52.18714497086568,faulty,POINT (-122.0355186611415 37.43700176534351),Zone C
1426,2023-01-05 10:51:00,37.43842246017427,-121.70466282538308,humidity,59.854581267448616,active,POINT (-121.70466282538308 37.43842246017427),Zone C
1891,2023-01-05 10:52:00,37.53920064716529,-122.19537073453348,temp,57.027173249178354,faulty,POINT (-122.19537073453348 37.53920064716529),Zone C
1913,2023-01-05 11:02:00,37.32415230316722,-122.15642119322952,temp,68.2243063612023,faulty,POINT (-122.15642119322952 37.32415230316722),Zone C
1067,2023-01-05 11:06:00,37.404507476526334,-122.06666267040936,temp,85.2353228797084,active,POINT (-122.06666267040936 37.404507476526334),Zone C
1193,2023-01-05 11:07:00,37.29227858265451,-122.13880288001153,flood,86.81260657683694,inactive,POINT (-122.13880288001153 37.29227858265451),Zone C
1686,2023-01-05 11:08:00,37.45875312484415,-122.03155390131256,seismic,76.54019658041409,active,POINT (-122.03155390131256 37.45875312484415),Zone C
1508,2023-01-05 11:21:00,37.23567100672108,-122.1182799233412,temp,21.020640790497943,active,POINT (-122.1182799233412 37.23567100672108),Zone C
1238,2023-01-05 11:22:00,37.6652159472951,-121.68853774234452,seismic,63.05047577101597,inactive,POINT (-121.68853774234452 37.6652159472951),Zone C
1456,2023-01-05 11:28:00,37.4278127339067,-121.97534161656952,humidity,89.21332897842717,faulty,POINT (-121.97534161656952 37.4278127339067),Zone C
1422,2023-01-05 11:29:00,37.14489659739984,-122.36945342562264,flood,76.66430062437662,active,POINT (-122.36945342562264 37.14489659739984),Zone C
1349,2023-01-05 11:34:00,37.20646088435698,-122.1261609498183,flood,7.520616783717937,active,POINT (-122.1261609498183 37.20646088435698),Zone C
1151,2023-01-05 11:38:00,37.14967618398797,-122.30976997423448,flood,79.62318382586724,inactive,POINT (-122.30976997423448 37.14967618398797),Zone C
1753,2023-01-05 11:48:00,37.37174375665595,-121.79673206714,temp,62.593875078651365,faulty,POINT (-121.79673206714 37.37174375665595),Zone C
1472,2023-01-05 11:49:00,37.163466683422,-121.71258800110756,temp,36.98805983956147,active,POINT (-121.71258800110756 37.163466683422),Zone C
1812,2023-01-05 11:52:00,37.3272162576273,-122.26418466844288,seismic,20.53280314601669,active,POINT (-122.26418466844288 37.3272162576273),Zone C
1749,2023-01-05 12:00:00,37.93068926260701,-121.94949036451042,flood,63.96084362389585,active,POINT (-121.94949036451042 37.93068926260701),Zone C
1845,2023-01-05 12:02:00,37.29890934838521,-121.5919992783858,humidity,74.01777275012255,faulty,POINT (-121.5919992783858 37.29890934838521),Zone C
1128,2023-01-05 12:12:00,37.00283975486151,-122.13829681812324,temp,77.37452257987646,faulty,POINT (-122.13829681812324 37.00283975486151),Zone C
1744,2023-01-05 12:15:00,37.16981095174038,-121.63413956956111,temp,16.45187607402817,active,POINT (-121.63413956956111 37.16981095174038),Zone C
1686,2023-01-05 12:16:00,37.61240551691166,-122.25013405546125,temp,30.063801117763887,active,POINT (-122.25013405546125 37.61240551691166),Zone C
1768,2023-01-05 12:21:00,37.94087643723586,-122.09727750639622,temp,41.195213725455496,inactive,POINT (-122.09727750639622 37.94087643723586),Zone C
1923,2023-01-05 12:25:00,37.42632859184027,-122.2689740766147,flood,54.079058228178766,active,POINT (-122.2689740766147 37.42632859184027),Zone C
1339,2023-01-05 12:30:00,37.72396366253864,-121.68139258800376,temp,44.2877379860055,faulty,POINT (-121.68139258800376 37.72396366253864),Zone C
1222,2023-01-05 12:36:00,37.55825886097451,-121.66482589237545,temp,87.23631826532785,active,POINT (-121.66482589237545 37.55825886097451),Zone C
1322,2023-01-05 12:41:00,37.57976876855071,-122.33454769300614,humidity,46.10474224793214,active,POINT (-122.33454769300614 37.57976876855071),Zone C
1418,2023-01-05 12:42:00,37.66536753470189,-121.86517348570597,flood,44.06987293267204,inactive,POINT (-121.86517348570597 37.66536753470189),Zone C
1916,2023-01-05 13:00:00,37.06980101810929,-122.10753440141173,seismic,2.545434182425821,faulty,POINT (-122.10753440141173 37.06980101810929),Zone C
1763,2023-01-05 13:11:00,37.1134959206818,-121.86473086190507,flood,82.71030882185636,active,POINT (-121.86473086190507 37.1134959206818),Zone C
1621,2023-01-05 13:17:00,37.279161505256205,-122.25816570013468,temp,97.80070889636592,active,POINT (-122.25816570013468 37.279161505256205),Zone C
1284,2023-01-05 13:21:00,37.10324952096103,-122.31834128344876,temp,46.33674908403328,active,POINT (-122.31834128344876 37.10324952096103),Zone C
1410,2023-01-05 13:22:00,37.58499651174412,-121.74289213243448,temp,73.41150428481114,active,POINT (-121.74289213243448 37.58499651174412),Zone C
1618,2023-01-05 13:25:00,37.017684997433854,-121.52314444829857,humidity,74.5673474932677,inactive,POINT (-121.52314444829857 37.017684997433854),Zone C
1042,2023-01-05 13:32:00,37.572129806475175,-121.73424368901031,temp,97.31352151438448,active,POINT (-121.73424368901031 37.572129806475175),Zone C
1622,2023-01-05 13:36:00,37.18248733607498,-122.02884078523212,temp,95.93813312868384,active,POINT (-122.02884078523212 37.18248733607498),Zone C
1127,2023-01-05 13:39:00,37.43541203841649,-121.62413619040314,flood,64.77301438933421,active,POINT (-121.62413619040314 37.43541203841649),Zone C
1905,2023-01-05 13:44:00,37.676254558831445,-121.96666048305065,flood,53.90161747516751,inactive,POINT (-121.96666048305065 37.676254558831445),Zone C
1156,2023-01-05 13:54:00,37.1771084924159,-122.05574149566644,temp,8.418745008866813,faulty,POINT (-122.05574149566644 37.1771084924159),Zone C
1960,2023-01-05 13:58:00,37.35446097755527,-121.88860088773204,flood,22.35510766433069,inactive,POINT (-121.88860088773204 37.35446097755527),Zone C
1024,2023-01-05 14:00:00,37.95038328025746,-122.02496733730716,seismic,30.489795542268627,faulty,POINT (-122.02496733730716 37.95038328025746),Zone C
1694,2023-01-05 14:09:00,37.83600160701572,-121.79610648638696,humidity,71.39504748453703,inactive,POINT (-121.79610648638696 37.83600160701572),Zone C
1861,2023-01-05 14:10:00,37.7371577864682,-122.40171847328322,seismic,54.84725365005083,inactive,POINT (-122.40171847328322 37.7371577864682),Zone C
1286,2023-01-05 14:12:00,37.66289026393486,-121.63658578793388,humidity,35.31750496094524,inactive,POINT (-121.63658578793388 37.66289026393486),Zone C
1320,2023-01-05 14:20:00,37.26772522535156,-122.41719526167472,seismic,54.36492597753133,faulty,POINT (-122.41719526167472 37.26772522535156),Zone C
1976,2023-01-05 14:23:00,37.08677575270305,-121.58064691965868,seismic,69.80270213107114,inactive,POINT (-121.58064691965868 37.08677575270305),Zone C
1392,2023-01-05 14:28:00,37.438958731451365,-121.8931983632848,humidity,76.98108679176553,faulty,POINT (-121.8931983632848 37.438958731451365),Zone C
1377,2023-01-05 14:29:00,37.49512598868838,-122.08243304060376,flood,78.88120840557794,faulty,POINT (-122.08243304060376 37.49512598868838),Zone C
1656,2023-01-05 14:32:00,37.66392958132287,-122.2853592533038,temp,99.9705896080844,inactive,POINT (-122.2853592533038 37.66392958132287),Zone C
1113,2023-01-05 14:33:00,37.80522955765174,-121.6679267333805,temp,93.75151148797636,active,POINT (-121.6679267333805 37.80522955765174),Zone C
1891,2023-01-05 14:34:00,37.493313161719136,-122.21284984263804,seismic,55.80570828655876,inactive,POINT (-122.21284984263804 37.493313161719136),Zone C
1444,2023-01-05 14:35:00,37.77267539499015,-121.75375733115747,temp,27.55214453854148,active,POINT (-121.75375733115747 37.77267539499015),Zone C
1579,2023-01-05 14:38:00,37.0898752079242,-121.68053415547344,flood,98.9261762585506,faulty,POINT (-121.68053415547344 37.0898752079242),Zone C
1995,2023-01-05 14:44:00,37.66947699247618,-121.50020315843835,temp,46.86958460353664,active,POINT (-121.50020315843835 37.66947699247618),Zone C
1602,2023-01-05 14:46:00,37.68218446512087,-121.80408223247638,seismic,97.68150421782836,faulty,POINT (-121.80408223247638 37.68218446512087),Zone C
1068,2023-01-05 14:47:00,37.139048054168434,-121.5538487585884,flood,99.41939622167986,inactive,POINT (-121.5538487585884 37.139048054168434),Zone C
1659,2023-01-05 14:48:00,37.28077615217086,-121.53321714396333,flood,81.77432471723249,faulty,POINT (-121.53321714396333 37.28077615217086),Zone C
1178,2023-01-05 14:55:00,37.17459903163697,-122.44548916432925,temp,91.92920532475824,faulty,POINT (-122.44548916432925 37.17459903163697),Zone C
1131,2023-01-05 14:56:00,37.09540053499294,-122.04166852270976,seismic,76.94807678606678,active,POINT (-122.04166852270976 37.09540053499294),Zone C
1151,2023-01-05 15:01:00,37.1327735495377,-121.94561547091942,humidity,59.704320824134605,faulty,POINT (-121.94561547091942 37.1327735495377),Zone C
1471,2023-01-05 15:02:00,37.8507577292674,-121.78989654414168,seismic,98.7586746416535,faulty,POINT (-121.78989654414168 37.8507577292674),Zone C
1508,2023-01-05 15:04:00,37.4443726700109,-121.7515821261789,humidity,94.80052358106238,inactive,POINT (-121.7515821261789 37.4443726700109),Zone C
1570,2023-01-05 15:08:00,37.77285657596496,-122.4170297864386,flood,38.64761895322798,inactive,POINT (-122.4170297864386 37.77285657596496),Zone C
1961,2023-01-05 15:12:00,37.759349845538566,-122.3132526589797,temp,21.301143176941903,faulty,POINT (-122.3132526589797 37.759349845538566),Zone C
1101,2023-01-05 15:15:00,37.024088730988936,-122.19607474565338,humidity,7.146750967325177,faulty,POINT (-122.19607474565338 37.024088730988936),Zone C
1077,2023-01-05 15:17:00,37.51131987423522,-122.4873811883171,temp,81.27144130456328,active,POINT (-122.4873811883171 37.51131987423522),Zone C
1496,2023-01-05 15:20:00,37.59485004056024,-121.65592607952212,seismic,41.120595246914085,faulty,POINT (-121.65592607952212 37.59485004056024),Zone C
1113,2023-01-05 15:25:00,37.4052626877902,-122.32028838037178,temp,99.7884719097387,active,POINT (-122.32028838037178 37.4052626877902),Zone C
1437,2023-01-05 15:27:00,37.02611479328597,-121.81359941450502,humidity,25.88039989307077,inactive,POINT (-121.81359941450502 37.02611479328597),Zone C
1713,2023-01-05 15:35:00,37.55714760993024,-122.30241463032064,temp,12.815409751590837,faulty,POINT (-122.30241463032064 37.55714760993024),Zone C
1446,2023-01-05 15:47:00,37.358276842645495,-121.71705506532967,humidity,47.86708681375379,inactive,POINT (-121.71705506532967 37.358276842645495),Zone C
1085,2023-01-05 15:54:00,37.83401984881999,-121.66335586881692,flood,9.795380135927134,active,POINT (-121.66335586881692 37.83401984881999),Zone C
1216,2023-01-05 16:01:00,37.294192950478575,-122.29953696370164,flood,52.63898419676111,faulty,POINT (-122.29953696370164 37.294192950478575),Zone C
1947,2023-01-05 16:03:00,37.78195500869132,-121.67406713638148,seismic,90.33144974344158,inactive,POINT (-121.67406713638148 37.78195500869132),Zone C
1008,2023-01-05 16:10:00,37.6700050091793,-122.4982111063108,seismic,11.778232681836066,inactive,POINT (-122.4982111063108 37.6700050091793),Zone C
1567,2023-01-05 16:20:00,37.43172659505378,-122.3090958794473,seismic,98.02177383154007,active,POINT (-122.3090958794473 37.43172659505378),Zone C
1438,2023-01-05 16:23:00,37.02749219163047,-122.14927443923231,flood,21.09526765259242,faulty,POINT (-122.14927443923231 37.02749219163047),Zone C
1864,2023-01-05 16:33:00,37.52963232943419,-122.0401740513446,humidity,20.21051965691918,active,POINT (-122.0401740513446 37.52963232943419),Zone C
1191,2023-01-05 16:36:00,37.25531002777426,-121.91726854377006,temp,42.43331070842496,active,POINT (-121.91726854377006 37.25531002777426),Zone C
1752,2023-01-05 16:38:00,37.65602410948539,-122.42691270989924,humidity,36.53332354295068,active,POINT (-122.42691270989924 37.65602410948539),Zone C
1763,2023-01-05 16:39:00,37.03556571783993,-121.75220064245644,flood,32.56431798705041,faulty,POINT (-121.75220064245644 37.03556571783993),Zone C
1013,2023-01-05 16:44:00,37.24519157380406,-122.235543978391,temp,72.53998556638463,faulty,POINT (-122.235543978391 37.24519157380406),Zone C
1373,2023-01-05 16:50:00,37.32585235490825,-121.68571468506242,flood,20.319218917704607,active,POINT (-121.68571468506242 37.32585235490825),Zone C
1649,2023-01-05 16:55:00,37.100073918790194,-122.05451754054646,seismic,68.1661501073745,active,POINT (-122.05451754054646 37.100073918790194),Zone C
1932,2023-01-05 16:57:00,37.477253769067815,-121.660588852968,humidity,83.08897943013069,inactive,POINT (-121.660588852968 37.477253769067815),Zone C
1059,2023-01-05 17:02:00,37.26793667749886,-122.14191369509932,seismic,18.066892985330053,active,POINT (-122.14191369509932 37.26793667749886),Zone C
1834,2023-01-05 17:05:00,37.90012548910824,-122.10435347159849,flood,86.01406217899141,inactive,POINT (-122.10435347159849 37.90012548910824),Zone C
1021,2023-01-05 17:10:00,37.43533005962599,-121.72741492411946,flood,39.938485056952125,active,POINT (-121.72741492411946 37.43533005962599),Zone C
1734,2023-01-05 17:24:00,37.79145556434506,-121.57884210289414,seismic,50.445393792495054,faulty,POINT (-121.57884210289414 37.79145556434506),Zone C
1656,2023-01-05 17:25:00,37.95179994933175,-122.3918207876524,temp,51.43288965358197,inactive,POINT (-122.3918207876524 37.95179994933175),Zone C
1318,2023-01-05 17:26:00,37.4071153981975,-122.33353894361998,flood,57.33825716374448,inactive,POINT (-122.33353894361998 37.4071153981975),Zone C
1443,2023-01-05 17:36:00,37.25124795074483,-121.96843189904456,humidity,59.70840157674237,faulty,POINT (-121.96843189904456 37.25124795074483),Zone C
1774,2023-01-05 17:50:00,37.6962905166916,-122.07012520467671,flood,10.582723123269677,inactive,POINT (-122.07012520467671 37.6962905166916),Zone C
1415,2023-01-05 17:54:00,37.99697111909086,-122.43643569960408,humidity,52.50617278993488,active,POINT (-122.43643569960408 37.99697111909086),Zone C
1021,2023-01-05 17:56:00,37.677504916042345,-121.96297855651385,seismic,72.74697936092933,inactive,POINT (-121.96297855651385 37.677504916042345),Zone C
1603,2023-01-05 18:00:00,37.551605223764014,-121.85797154302618,seismic,46.27999638646472,faulty,POINT (-121.85797154302618 37.551605223764014),Zone C
1456,2023-01-05 18:04:00,37.1449416728312,-122.02574506916773,humidity,38.40512236941686,active,POINT (-122.02574506916773 37.1449416728312),Zone C
1307,2023-01-05 18:05:00,37.33638633543619,-122.00952460264767,flood,30.999597768348952,faulty,POINT (-122.00952460264767 37.33638633543619),Zone C
1789,2023-01-05 18:11:00,37.62180520934415,-122.37953501911886,temp,80.19197019223706,faulty,POINT (-122.37953501911886 37.62180520934415),Zone C
1896,2023-01-05 18:12:00,37.02319600597066,-121.97497144276592,flood,86.24518889625908,active,POINT (-121.97497144276592 37.02319600597066),Zone C
1911,2023-01-05 18:15:00,37.37553570119824,-122.3521576456614,flood,74.49435430440602,active,POINT (-122.3521576456614 37.37553570119824),Zone C
1413,2023-01-05 18:20:00,37.403062001145706,-121.6633531233178,temp,21.61901392848685,active,POINT (-121.6633531233178 37.403062001145706),Zone C
1549,2023-01-05 18:24:00,37.037201727932896,-121.55537970713988,temp,54.45762937953648,faulty,POINT (-121.55537970713988 37.037201727932896),Zone C
1632,2023-01-05 18:27:00,37.201847634601286,-121.66614897352255,humidity,95.49906924811694,faulty,POINT (-121.66614897352255 37.201847634601286),Zone C
1270,2023-01-05 18:30:00,37.19745458691367,-122.38991408150032,temp,13.206184580322534,inactive,POINT (-122.38991408150032 37.19745458691367),Zone C
1760,2023-01-05 18:31:00,37.898729913711456,-122.33410872057344,flood,68.74181622570892,faulty,POINT (-122.33410872057344 37.898729913711456),Zone C
1944,2023-01-05 18:32:00,37.2415866755631,-121.8997478830892,humidity,45.69717516412226,active,POINT (-121.8997478830892 37.2415866755631),Zone C
1108,2023-01-05 18:34:00,37.454349727801066,-122.4771805517946,seismic,99.01884785837544,faulty,POINT (-122.4771805517946 37.454349727801066),Zone C
1071,2023-01-05 18:40:00,37.301967857888194,-121.75215114364218,temp,46.505551608390135,active,POINT (-121.75215114364218 37.301967857888194),Zone C
1380,2023-01-05 18:41:00,37.42284327831621,-121.55471710422518,seismic,93.47899516424076,faulty,POINT (-121.55471710422518 37.42284327831621),Zone C
1291,2023-01-05 18:45:00,37.178978746364514,-121.863569520604,humidity,13.932795946190446,faulty,POINT (-121.863569520604 37.178978746364514),Zone C
1839,2023-01-05 18:51:00,37.4088810816697,-121.86697143257618,seismic,3.181678108314967,active,POINT (-121.86697143257618 37.4088810816697),Zone C
1107,2023-01-05 18:52:00,37.21717905351228,-122.46063407777916,humidity,66.53472303171323,active,POINT (-122.46063407777916 37.21717905351228),Zone C
1593,2023-01-05 18:53:00,37.10355197326941,-121.79615449828344,seismic,54.23414489701217,inactive,POINT (-121.79615449828344 37.10355197326941),Zone C
1551,2023-01-05 18:54:00,37.2715123839957,-121.64104005594172,flood,94.67952288312028,inactive,POINT (-121.64104005594172 37.2715123839957),Zone C
1555,2023-01-05 18:55:00,37.33790323449358,-122.040497331085,humidity,24.69203359722796,faulty,POINT (-122.040497331085 37.33790323449358),Zone C
1384,2023-01-05 19:00:00,37.07327922562369,-122.19439224813598,temp,13.352496668781056,faulty,POINT (-122.19439224813598 37.07327922562369),Zone C
1198,2023-01-05 19:02:00,37.7225989200472,-122.0715294765102,flood,11.181563411443207,faulty,POINT (-122.0715294765102 37.7225989200472),Zone C
1132,2023-01-05 19:03:00,37.61344680892062,-121.81391976316688,temp,76.20597822580606,active,POINT (-121.81391976316688 37.61344680892062),Zone C
1354,2023-01-05 19:07:00,37.50990992643186,-122.10348434425724,seismic,1.8942725444657915,active,POINT (-122.10348434425724 37.50990992643186),Zone C
1982,2023-01-05 19:15:00,37.70620752720865,-121.55332330754894,humidity,92.51527980535133,faulty,POINT (-121.55332330754894 37.70620752720865),Zone C
1382,2023-01-05 19:19:00,37.820111672680376,-122.12658505435668,seismic,20.974887001557352,active,POINT (-122.12658505435668 37.820111672680376),Zone C
1607,2023-01-05 19:22:00,37.89811894072993,-122.31053214359396,humidity,36.01054324923059,active,POINT (-122.31053214359396 37.89811894072993),Zone C
1084,2023-01-05 19:28:00,37.1020774496351,-121.73200842855994,seismic,83.289337521495,faulty,POINT (-121.73200842855994 37.1020774496351),Zone C
