name,type,latitude,longitude,zone
Location 234,fire_station,37.34234837624127,-122.4118360895576,Zone B
Location 234,fire_station,37.34234837624127,-122.4118360895576,Zone C
Location 234,fire_station,37.34234837624127,-122.4118360895576,Zone D
Location 235,hospital,37.49150581814361,-121.77421671217189,Zone A
Location 235,hospital,37.49150581814361,-121.77421671217189,Zone B
Location 235,hospital,37.49150581814361,-121.77421671217189,Zone C
Location 235,hospital,37.49150581814361,-121.77421671217189,Zone D
Location 236,fire_station,37.0510009597128,-121.82103406842529,Zone A
Location 236,fire_station,37.0510009597128,-121.82103406842529,Zone B
Location 236,fire_station,37.0510009597128,-121.82103406842529,Zone C
Location 236,fire_station,37.0510009597128,-121.82103406842529,Zone D
Location 237,fire_station,37.292486374913686,-122.065267068877,Zone A
Location 237,fire_station,37.292486374913686,-122.065267068877,Zone B
Location 237,fire_station,37.292486374913686,-122.065267068877,Zone C
Location 237,fire_station,37.292486374913686,-122.065267068877,Zone D
Location 238,shelter,37.370970355662244,-121.95772220107591,Zone A
Location 238,shelter,37.370970355662244,-121.95772220107591,Zone B
Location 238,shelter,37.370970355662244,-121.95772220107591,Zone C
Location 238,shelter,37.370970355662244,-121.95772220107591,Zone D
Location 239,hospital,37.281975909740495,-121.61822233761161,Zone A
Location 239,hospital,37.281975909740495,-121.61822233761161,Zone B
Location 239,hospital,37.281975909740495,-121.61822233761161,Zone C
Location 239,hospital,37.281975909740495,-121.61822233761161,Zone D
Location 240,fire_station,37.712393758646144,-122.35088565613214,Zone A
Location 240,fire_station,37.712393758646144,-122.35088565613214,Zone B
Location 240,fire_station,37.712393758646144,-122.35088565613214,Zone C
Location 240,fire_station,37.712393758646144,-122.35088565613214,Zone D
Location 241,hospital,37.10413135568391,-122.45491335398037,Zone A
Location 241,hospital,37.10413135568391,-122.45491335398037,Zone B
Location 241,hospital,37.10413135568391,-122.45491335398037,Zone C
Location 241,hospital,37.10413135568391,-122.45491335398037,Zone D
Location 242,hospital,37.11064388897226,-122.49856085502252,Zone A
Location 242,hospital,37.11064388897226,-122.49856085502252,Zone B
Location 242,hospital,37.11064388897226,-122.49856085502252,Zone C
Location 242,hospital,37.11064388897226,-122.49856085502252,Zone D
Location 243,shelter,37.022856128525326,-122.0388221679731,Zone A
Location 243,shelter,37.022856128525326,-122.0388221679731,Zone B
Location 243,shelter,37.022856128525326,-122.0388221679731,Zone C
Location 243,shelter,37.022856128525326,-122.0388221679731,Zone D
Location 244,fire_station,37.74426396695753,-121.92130706736872,Zone A
Location 244,fire_station,37.74426396695753,-121.92130706736872,Zone B
Location 244,fire_station,37.74426396695753,-121.92130706736872,Zone C
Location 244,fire_station,37.74426396695753,-121.92130706736872,Zone D
Location 245,fire_station,37.461084433184965,-122.37708329535852,Zone A
Location 245,fire_station,37.461084433184965,-122.37708329535852,Zone B
Location 245,fire_station,37.461084433184965,-122.37708329535852,Zone C
Location 245,fire_station,37.461084433184965,-122.37708329535852,Zone D
Location 246,shelter,37.98251586647879,-121.63956425920811,Zone A
Location 246,shelter,37.98251586647879,-121.63956425920811,Zone B
Location 246,shelter,37.98251586647879,-121.63956425920811,Zone C
Location 246,shelter,37.98251586647879,-121.63956425920811,Zone D
Location 247,shelter,37.16535689651196,-122.16757555079515,Zone A
Location 247,shelter,37.16535689651196,-122.16757555079515,Zone B
Location 247,shelter,37.16535689651196,-122.16757555079515,Zone C
Location 247,shelter,37.16535689651196,-122.16757555079515,Zone D
Location 248,fire_station,37.241851885589966,-122.18758608305158,Zone A
Location 248,fire_station,37.241851885589966,-122.18758608305158,Zone B
Location 248,fire_station,37.241851885589966,-122.18758608305158,Zone C
Location 248,fire_station,37.241851885589966,-122.18758608305158,Zone D
Location 249,shelter,37.63109779511785,-122.43378541551787,Zone A
Location 249,shelter,37.63109779511785,-122.43378541551787,Zone B
Location 249,shelter,37.63109779511785,-122.43378541551787,Zone C
Location 249,shelter,37.63109779511785,-122.43378541551787,Zone D
Location 250,fire_station,37.986053752027544,-121.85089692989985,Zone A
Location 250,fire_station,37.986053752027544,-121.85089692989985,Zone B
Location 250,fire_station,37.986053752027544,-121.85089692989985,Zone C
Location 250,fire_station,37.986053752027544,-121.85089692989985,Zone D
Location 251,fire_station,37.580024601150825,-121.70996080930557,Zone A
Location 251,fire_station,37.580024601150825,-121.70996080930557,Zone B
Location 251,fire_station,37.580024601150825,-121.70996080930557,Zone C
Location 251,fire_station,37.580024601150825,-121.70996080930557,Zone D
Location 252,fire_station,37.55082591811092,-121.79826194334515,Zone A
Location 252,fire_station,37.55082591811092,-121.79826194334515,Zone B
Location 252,fire_station,37.55082591811092,-121.79826194334515,Zone C
Location 252,fire_station,37.55082591811092,-121.79826194334515,Zone D
Location 253,fire_station,37.40383977708324,-122.01329126123944,Zone A
Location 253,fire_station,37.40383977708324,-122.01329126123944,Zone B
Location 253,fire_station,37.40383977708324,-122.01329126123944,Zone C
Location 253,fire_station,37.40383977708324,-122.01329126123944,Zone D
Location 254,fire_station,37.91328737821489,-121.83318999308207,Zone A
Location 254,fire_station,37.91328737821489,-121.83318999308207,Zone B
Location 254,fire_station,37.91328737821489,-121.83318999308207,Zone C
Location 254,fire_station,37.91328737821489,-121.83318999308207,Zone D
Location 255,hospital,37.68462207612093,-121.53870192483464,Zone A
Location 255,hospital,37.68462207612093,-121.53870192483464,Zone B
Location 255,hospital,37.68462207612093,-121.53870192483464,Zone C
Location 255,hospital,37.68462207612093,-121.53870192483464,Zone D
Location 256,shelter,37.823692458747374,-121.97086374047339,Zone A
Location 256,shelter,37.823692458747374,-121.97086374047339,Zone B
Location 256,shelter,37.823692458747374,-121.97086374047339,Zone C
Location 256,shelter,37.823692458747374,-121.97086374047339,Zone D
Location 257,shelter,37.25978765762982,-121.71700293006717,Zone A
Location 257,shelter,37.25978765762982,-121.71700293006717,Zone B
Location 257,shelter,37.25978765762982,-121.71700293006717,Zone C
Location 257,shelter,37.25978765762982,-121.71700293006717,Zone D
Location 258,hospital,37.34930826236064,-122.45866225310999,Zone A
Location 258,hospital,37.34930826236064,-122.45866225310999,Zone B
Location 258,hospital,37.34930826236064,-122.45866225310999,Zone C
Location 258,hospital,37.34930826236064,-122.45866225310999,Zone D
Location 259,fire_station,37.84890638397231,-122.38682827524033,Zone A
Location 259,fire_station,37.84890638397231,-122.38682827524033,Zone B
Location 259,fire_station,37.84890638397231,-122.38682827524033,Zone C
Location 259,fire_station,37.84890638397231,-122.38682827524033,Zone D
Location 260,shelter,37.15150112003824,-122.26501853531369,Zone A
Location 260,shelter,37.15150112003824,-122.26501853531369,Zone B
Location 260,shelter,37.15150112003824,-122.26501853531369,Zone C
Location 260,shelter,37.15150112003824,-122.26501853531369,Zone D
Location 261,hospital,37.12422362859089,-122.41261420460313,Zone A
Location 261,hospital,37.12422362859089,-122.41261420460313,Zone B
Location 261,hospital,37.12422362859089,-122.41261420460313,Zone C
Location 261,hospital,37.12422362859089,-122.41261420460313,Zone D
Location 262,hospital,37.23769470313608,-121.64725589501727,Zone A
Location 262,hospital,37.23769470313608,-121.64725589501727,Zone B
Location 262,hospital,37.23769470313608,-121.64725589501727,Zone C
Location 262,hospital,37.23769470313608,-121.64725589501727,Zone D
Location 263,shelter,37.88776566736639,-122.15086840895349,Zone A
Location 263,shelter,37.88776566736639,-122.15086840895349,Zone B
Location 263,shelter,37.88776566736639,-122.15086840895349,Zone C
Location 263,shelter,37.88776566736639,-122.15086840895349,Zone D
Location 264,fire_station,37.65347682204107,-121.81470387052613,Zone A
Location 264,fire_station,37.65347682204107,-121.81470387052613,Zone B
Location 264,fire_station,37.65347682204107,-121.81470387052613,Zone C
Location 264,fire_station,37.65347682204107,-121.81470387052613,Zone D
Location 265,shelter,37.52791794546383,-122.02882643116453,Zone A
Location 265,shelter,37.52791794546383,-122.02882643116453,Zone B
Location 265,shelter,37.52791794546383,-122.02882643116453,Zone C
Location 265,shelter,37.52791794546383,-122.02882643116453,Zone D
Location 266,fire_station,37.244654608733086,-121.71589672638541,Zone A
Location 266,fire_station,37.244654608733086,-121.71589672638541,Zone B
Location 266,fire_station,37.244654608733086,-121.71589672638541,Zone C
Location 266,fire_station,37.244654608733086,-121.71589672638541,Zone D
Location 267,shelter,37.56439142273286,-121.58579042232572,Zone A
Location 267,shelter,37.56439142273286,-121.58579042232572,Zone B
Location 267,shelter,37.56439142273286,-121.58579042232572,Zone C
Location 267,shelter,37.56439142273286,-121.58579042232572,Zone D
Location 268,shelter,37.23815330557554,-121.81724354499974,Zone A
Location 268,shelter,37.23815330557554,-121.81724354499974,Zone B
Location 268,shelter,37.23815330557554,-121.81724354499974,Zone C
Location 268,shelter,37.23815330557554,-121.81724354499974,Zone D
Location 269,shelter,37.4409909277451,-122.47978526132289,Zone A
Location 269,shelter,37.4409909277451,-122.47978526132289,Zone B
Location 269,shelter,37.4409909277451,-122.47978526132289,Zone C
Location 269,shelter,37.4409909277451,-122.47978526132289,Zone D
Location 270,fire_station,37.13149783046261,-121.52660978305126,Zone A
Location 270,fire_station,37.13149783046261,-121.52660978305126,Zone B
Location 270,fire_station,37.13149783046261,-121.52660978305126,Zone C
Location 270,fire_station,37.13149783046261,-121.52660978305126,Zone D
Location 271,fire_station,37.005255819859755,-122.14993208823151,Zone A
Location 271,fire_station,37.005255819859755,-122.14993208823151,Zone B
Location 271,fire_station,37.005255819859755,-122.14993208823151,Zone C
Location 271,fire_station,37.005255819859755,-122.14993208823151,Zone D
Location 272,hospital,37.54075159167461,-122.45644514666122,Zone A
Location 272,hospital,37.54075159167461,-122.45644514666122,Zone B
Location 272,hospital,37.54075159167461,-122.45644514666122,Zone C
Location 272,hospital,37.54075159167461,-122.45644514666122,Zone D
Location 273,hospital,37.74252887715336,-121.56440923281055,Zone A
Location 273,hospital,37.74252887715336,-121.56440923281055,Zone B
Location 273,hospital,37.74252887715336,-121.56440923281055,Zone C
Location 273,hospital,37.74252887715336,-121.56440923281055,Zone D
Location 274,fire_station,37.69835706116494,-122.25306486091752,Zone A
Location 274,fire_station,37.69835706116494,-122.25306486091752,Zone B
Location 274,fire_station,37.69835706116494,-122.25306486091752,Zone C
Location 274,fire_station,37.69835706116494,-122.25306486091752,Zone D
Location 275,shelter,37.18109461692131,-122.32657830937353,Zone A
Location 275,shelter,37.18109461692131,-122.32657830937353,Zone B
Location 275,shelter,37.18109461692131,-122.32657830937353,Zone C
Location 275,shelter,37.18109461692131,-122.32657830937353,Zone D
Location 276,hospital,37.72474199599457,-122.16881026024815,Zone A
Location 276,hospital,37.72474199599457,-122.16881026024815,Zone B
Location 276,hospital,37.72474199599457,-122.16881026024815,Zone C
Location 276,hospital,37.72474199599457,-122.16881026024815,Zone D
Location 277,hospital,37.656604569312364,-122.02265722372599,Zone A
Location 277,hospital,37.656604569312364,-122.02265722372599,Zone B
Location 277,hospital,37.656604569312364,-122.02265722372599,Zone C
Location 277,hospital,37.656604569312364,-122.02265722372599,Zone D
Location 278,fire_station,37.07210952950264,-122.24681094939135,Zone A
Location 278,fire_station,37.07210952950264,-122.24681094939135,Zone B
Location 278,fire_station,37.07210952950264,-122.24681094939135,Zone C
Location 278,fire_station,37.07210952950264,-122.24681094939135,Zone D
Location 279,shelter,37.306269949436086,-121.56086750515354,Zone A
Location 279,shelter,37.306269949436086,-121.56086750515354,Zone B
Location 279,shelter,37.306269949436086,-121.56086750515354,Zone C
Location 279,shelter,37.306269949436086,-121.56086750515354,Zone D
Location 280,shelter,37.333934907988265,-122.0860980721995,Zone A
Location 280,shelter,37.333934907988265,-122.0860980721995,Zone B
Location 280,shelter,37.333934907988265,-122.0860980721995,Zone C
Location 280,shelter,37.333934907988265,-122.0860980721995,Zone D
Location 281,fire_station,37.37564504255296,-122.15562234315409,Zone A
Location 281,fire_station,37.37564504255296,-122.15562234315409,Zone B
Location 281,fire_station,37.37564504255296,-122.15562234315409,Zone C
Location 281,fire_station,37.37564504255296,-122.15562234315409,Zone D
Location 282,shelter,37.2299111530976,-121.81547887510526,Zone A
Location 282,shelter,37.2299111530976,-121.81547887510526,Zone B
Location 282,shelter,37.2299111530976,-121.81547887510526,Zone C
Location 282,shelter,37.2299111530976,-121.81547887510526,Zone D
Location 283,shelter,37.50649093863602,-121.82748514354799,Zone A
Location 283,shelter,37.50649093863602,-121.82748514354799,Zone B
Location 283,shelter,37.50649093863602,-121.82748514354799,Zone C
Location 283,shelter,37.50649093863602,-121.82748514354799,Zone D
Location 284,hospital,37.69097807145081,-122.37187876176411,Zone A
Location 284,hospital,37.69097807145081,-122.37187876176411,Zone B
Location 284,hospital,37.69097807145081,-122.37187876176411,Zone C
Location 284,hospital,37.69097807145081,-122.37187876176411,Zone D
Location 285,shelter,37.53794072639416,-122.23934459342212,Zone A
Location 285,shelter,37.53794072639416,-122.23934459342212,Zone B
Location 285,shelter,37.53794072639416,-122.23934459342212,Zone C
Location 285,shelter,37.53794072639416,-122.23934459342212,Zone D
Location 286,fire_station,37.521609862214504,-122.15102747777726,Zone A
Location 286,fire_station,37.521609862214504,-122.15102747777726,Zone B
Location 286,fire_station,37.521609862214504,-122.15102747777726,Zone C
Location 286,fire_station,37.521609862214504,-122.15102747777726,Zone D
Location 287,shelter,37.34162409579636,-121.79639221304815,Zone A
Location 287,shelter,37.34162409579636,-121.79639221304815,Zone B
Location 287,shelter,37.34162409579636,-121.79639221304815,Zone C
Location 287,shelter,37.34162409579636,-121.79639221304815,Zone D
Location 288,hospital,37.86133934448053,-122.12065226446823,Zone A
Location 288,hospital,37.86133934448053,-122.12065226446823,Zone B
Location 288,hospital,37.86133934448053,-122.12065226446823,Zone C
Location 288,hospital,37.86133934448053,-122.12065226446823,Zone D
Location 289,fire_station,37.2173377310459,-121.64135123139515,Zone A
Location 289,fire_station,37.2173377310459,-121.64135123139515,Zone B
Location 289,fire_station,37.2173377310459,-121.64135123139515,Zone C
Location 289,fire_station,37.2173377310459,-121.64135123139515,Zone D
Location 290,hospital,37.81991844929317,-121.60268570360799,Zone A
Location 290,hospital,37.81991844929317,-121.60268570360799,Zone B
Location 290,hospital,37.81991844929317,-121.60268570360799,Zone C
Location 290,hospital,37.81991844929317,-121.60268570360799,Zone D
Location 291,fire_station,37.72007796665423,-121.68541074794958,Zone A
Location 291,fire_station,37.72007796665423,-121.68541074794958,Zone B
Location 291,fire_station,37.72007796665423,-121.68541074794958,Zone C
Location 291,fire_station,37.72007796665423,-121.68541074794958,Zone D
Location 292,shelter,37.689531926814134,-122.37649786948818,Zone A
Location 292,shelter,37.689531926814134,-122.37649786948818,Zone B
Location 292,shelter,37.689531926814134,-122.37649786948818,Zone C
Location 292,shelter,37.689531926814134,-122.37649786948818,Zone D
Location 293,fire_station,37.197947449060635,-122.34148530607068,Zone A
Location 293,fire_station,37.197947449060635,-122.34148530607068,Zone B
Location 293,fire_station,37.197947449060635,-122.34148530607068,Zone C
Location 293,fire_station,37.197947449060635,-122.34148530607068,Zone D
Location 294,shelter,37.43962385648075,-121.74906985742095,Zone A
Location 294,shelter,37.43962385648075,-121.74906985742095,Zone B
Location 294,shelter,37.43962385648075,-121.74906985742095,Zone C
Location 294,shelter,37.43962385648075,-121.74906985742095,Zone D
Location 295,hospital,37.51207362632278,-122.00146883717876,Zone A
Location 295,hospital,37.51207362632278,-122.00146883717876,Zone B
Location 295,hospital,37.51207362632278,-122.00146883717876,Zone C
Location 295,hospital,37.51207362632278,-122.00146883717876,Zone D
Location 296,shelter,37.385583445421815,-121.59338449337548,Zone A
Location 296,shelter,37.385583445421815,-121.59338449337548,Zone B
Location 296,shelter,37.385583445421815,-121.59338449337548,Zone C
Location 296,shelter,37.385583445421815,-121.59338449337548,Zone D
Location 297,shelter,37.2428412231099,-121.80700816854576,Zone A
Location 297,shelter,37.2428412231099,-121.80700816854576,Zone B
Location 297,shelter,37.2428412231099,-121.80700816854576,Zone C
Location 297,shelter,37.2428412231099,-121.80700816854576,Zone D
Location 298,hospital,37.91298042698572,-122.06240567705443,Zone A
Location 298,hospital,37.91298042698572,-122.06240567705443,Zone B
Location 298,hospital,37.91298042698572,-122.06240567705443,Zone C
Location 298,hospital,37.91298042698572,-122.06240567705443,Zone D
Location 299,hospital,37.562665523888114,-122.1421734887207,Zone A
Location 299,hospital,37.562665523888114,-122.1421734887207,Zone B
Location 299,hospital,37.562665523888114,-122.1421734887207,Zone C
Location 299,hospital,37.562665523888114,-122.1421734887207,Zone D
Location 300,shelter,37.51640598259954,-121.75111414504475,Zone A
Location 300,shelter,37.51640598259954,-121.75111414504475,Zone B
Location 300,shelter,37.51640598259954,-121.75111414504475,Zone C
Location 300,shelter,37.51640598259954,-121.75111414504475,Zone D
Location 301,fire_station,37.80096669275833,-121.73275740900226,Zone A
Location 301,fire_station,37.80096669275833,-121.73275740900226,Zone B
Location 301,fire_station,37.80096669275833,-121.73275740900226,Zone C
Location 301,fire_station,37.80096669275833,-121.73275740900226,Zone D
Location 302,hospital,37.973935488287964,-122.40354045399985,Zone A
Location 302,hospital,37.973935488287964,-122.40354045399985,Zone B
Location 302,hospital,37.973935488287964,-122.40354045399985,Zone C
Location 302,hospital,37.973935488287964,-122.40354045399985,Zone D
Location 303,hospital,37.94932146070926,-122.03374502296094,Zone A
Location 303,hospital,37.94932146070926,-122.03374502296094,Zone B
Location 303,hospital,37.94932146070926,-122.03374502296094,Zone C
Location 303,hospital,37.94932146070926,-122.03374502296094,Zone D
Location 304,fire_station,37.74461073322499,-121.72631556344425,Zone A
Location 304,fire_station,37.74461073322499,-121.72631556344425,Zone B
Location 304,fire_station,37.74461073322499,-121.72631556344425,Zone C
Location 304,fire_station,37.74461073322499,-121.72631556344425,Zone D
Location 305,fire_station,37.706691858443286,-122.28707569653052,Zone A
Location 305,fire_station,37.706691858443286,-122.28707569653052,Zone B
Location 305,fire_station,37.706691858443286,-122.28707569653052,Zone C
Location 305,fire_station,37.706691858443286,-122.28707569653052,Zone D
Location 306,shelter,37.03841889391452,-121.75102305910202,Zone A
Location 306,shelter,37.03841889391452,-121.75102305910202,Zone B
Location 306,shelter,37.03841889391452,-121.75102305910202,Zone C
Location 306,shelter,37.03841889391452,-121.75102305910202,Zone D
Location 307,shelter,37.67836661006836,-121.61442689690405,Zone A
Location 307,shelter,37.67836661006836,-121.61442689690405,Zone B
Location 307,shelter,37.67836661006836,-121.61442689690405,Zone C
Location 307,shelter,37.67836661006836,-121.61442689690405,Zone D
Location 308,fire_station,37.57365273816507,-121.70862234354419,Zone A
Location 308,fire_station,37.57365273816507,-121.70862234354419,Zone B
Location 308,fire_station,37.57365273816507,-121.70862234354419,Zone C
Location 308,fire_station,37.57365273816507,-121.70862234354419,Zone D
Location 309,hospital,37.69233584679102,-121.88799153298409,Zone A
Location 309,hospital,37.69233584679102,-121.88799153298409,Zone B
Location 309,hospital,37.69233584679102,-121.88799153298409,Zone C
Location 309,hospital,37.69233584679102,-121.88799153298409,Zone D
Location 310,shelter,37.82388002165111,-121.6515929938186,Zone A
Location 310,shelter,37.82388002165111,-121.6515929938186,Zone B
Location 310,shelter,37.82388002165111,-121.6515929938186,Zone C
Location 310,shelter,37.82388002165111,-121.6515929938186,Zone D
Location 311,shelter,37.01167994493704,-122.34197371233071,Zone A
Location 311,shelter,37.01167994493704,-122.34197371233071,Zone B
Location 311,shelter,37.01167994493704,-122.34197371233071,Zone C
Location 311,shelter,37.01167994493704,-122.34197371233071,Zone D
Location 312,hospital,37.278862433381846,-122.18944554150602,Zone A
Location 312,hospital,37.278862433381846,-122.18944554150602,Zone B
Location 312,hospital,37.278862433381846,-122.18944554150602,Zone C
Location 312,hospital,37.278862433381846,-122.18944554150602,Zone D
Location 313,hospital,37.76403418695905,-121.81068247048438,Zone A
Location 313,hospital,37.76403418695905,-121.81068247048438,Zone B
Location 313,hospital,37.76403418695905,-121.81068247048438,Zone C
Location 313,hospital,37.76403418695905,-121.81068247048438,Zone D
Location 314,shelter,37.53028646635931,-121.74476939474701,Zone A
Location 314,shelter,37.53028646635931,-121.74476939474701,Zone B
Location 314,shelter,37.53028646635931,-121.74476939474701,Zone C
Location 314,shelter,37.53028646635931,-121.74476939474701,Zone D
Location 315,hospital,37.68074921302521,-122.44737416522115,Zone A
Location 315,hospital,37.68074921302521,-122.44737416522115,Zone B
Location 315,hospital,37.68074921302521,-122.44737416522115,Zone C
Location 315,hospital,37.68074921302521,-122.44737416522115,Zone D
Location 316,fire_station,37.692482387290156,-121.62081642860034,Zone A
Location 316,fire_station,37.692482387290156,-121.62081642860034,Zone B
Location 316,fire_station,37.692482387290156,-121.62081642860034,Zone C
Location 316,fire_station,37.692482387290156,-121.62081642860034,Zone D
Location 317,shelter,37.45182801813501,-122.01082381258514,Zone A
Location 317,shelter,37.45182801813501,-122.01082381258514,Zone B
Location 317,shelter,37.45182801813501,-122.01082381258514,Zone C
Location 317,shelter,37.45182801813501,-122.01082381258514,Zone D
Location 318,fire_station,37.170823079675415,-122.40587521157038,Zone A
Location 318,fire_station,37.170823079675415,-122.40587521157038,Zone B
Location 318,fire_station,37.170823079675415,-122.40587521157038,Zone C
Location 318,fire_station,37.170823079675415,-122.40587521157038,Zone D
Location 319,hospital,37.07768489515265,-121.84362736782384,Zone A
Location 319,hospital,37.07768489515265,-121.84362736782384,Zone B
Location 319,hospital,37.07768489515265,-121.84362736782384,Zone C
Location 319,hospital,37.07768489515265,-121.84362736782384,Zone D
Location 320,fire_station,37.06379960525857,-121.86773517765795,Zone A
Location 320,fire_station,37.06379960525857,-121.86773517765795,Zone B
Location 320,fire_station,37.06379960525857,-121.86773517765795,Zone C
Location 320,fire_station,37.06379960525857,-121.86773517765795,Zone D
Location 321,fire_station,37.761949094556655,-122.48059219510559,Zone A
Location 321,fire_station,37.761949094556655,-122.48059219510559,Zone B
Location 321,fire_station,37.761949094556655,-122.48059219510559,Zone C
Location 321,fire_station,37.761949094556655,-122.48059219510559,Zone D
Location 322,fire_station,37.74202919079828,-121.71724811388069,Zone A
Location 322,fire_station,37.74202919079828,-121.71724811388069,Zone B
Location 322,fire_station,37.74202919079828,-121.71724811388069,Zone C
Location 322,fire_station,37.74202919079828,-121.71724811388069,Zone D
Location 323,fire_station,37.83844779649981,-121.67913646938155,Zone A
Location 323,fire_station,37.83844779649981,-121.67913646938155,Zone B
Location 323,fire_station,37.83844779649981,-121.67913646938155,Zone C
Location 323,fire_station,37.83844779649981,-121.67913646938155,Zone D
Location 324,fire_station,37.11668147290802,-122.05345029177566,Zone A
Location 324,fire_station,37.11668147290802,-122.05345029177566,Zone B
Location 324,fire_station,37.11668147290802,-122.05345029177566,Zone C
Location 324,fire_station,37.11668147290802,-122.05345029177566,Zone D
Location 325,fire_station,37.53861167677589,-121.53324293966675,Zone A
Location 325,fire_station,37.53861167677589,-121.53324293966675,Zone B
Location 325,fire_station,37.53861167677589,-121.53324293966675,Zone C
Location 325,fire_station,37.53861167677589,-121.53324293966675,Zone D
Location 326,shelter,37.96515996272104,-122.16115829703043,Zone A
Location 326,shelter,37.96515996272104,-122.16115829703043,Zone B
Location 326,shelter,37.96515996272104,-122.16115829703043,Zone C
Location 326,shelter,37.96515996272104,-122.16115829703043,Zone D
Location 327,fire_station,37.14165473590256,-121.6782662885592,Zone A
Location 327,fire_station,37.14165473590256,-121.6782662885592,Zone B
Location 327,fire_station,37.14165473590256,-121.6782662885592,Zone C
Location 327,fire_station,37.14165473590256,-121.6782662885592,Zone D
Location 328,fire_station,37.16945891030823,-121.99051984742152,Zone A
Location 328,fire_station,37.16945891030823,-121.99051984742152,Zone B
Location 328,fire_station,37.16945891030823,-121.99051984742152,Zone C
Location 328,fire_station,37.16945891030823,-121.99051984742152,Zone D
Location 329,hospital,37.79011193605801,-122.10648241204967,Zone A
Location 329,hospital,37.79011193605801,-122.10648241204967,Zone B
Location 329,hospital,37.79011193605801,-122.10648241204967,Zone C
Location 329,hospital,37.79011193605801,-122.10648241204967,Zone D
Location 330,fire_station,37.375451750555754,-121.85098915479837,Zone A
Location 330,fire_station,37.375451750555754,-121.85098915479837,Zone B
Location 330,fire_station,37.375451750555754,-121.85098915479837,Zone C
Location 330,fire_station,37.375451750555754,-121.85098915479837,Zone D
Location 331,shelter,37.21727108666591,-121.93735356943064,Zone A
Location 331,shelter,37.21727108666591,-121.93735356943064,Zone B
Location 331,shelter,37.21727108666591,-121.93735356943064,Zone C
Location 331,shelter,37.21727108666591,-121.93735356943064,Zone D
Location 332,hospital,37.53139691417154,-122.08085715472765,Zone A
Location 332,hospital,37.53139691417154,-122.08085715472765,Zone B
Location 332,hospital,37.53139691417154,-122.08085715472765,Zone C
Location 332,hospital,37.53139691417154,-122.08085715472765,Zone D
Location 333,hospital,37.59066526135121,-121.97485262308263,Zone A
Location 333,hospital,37.59066526135121,-121.97485262308263,Zone B
Location 333,hospital,37.59066526135121,-121.97485262308263,Zone C
Location 333,hospital,37.59066526135121,-121.97485262308263,Zone D
Location 334,shelter,37.05731317170681,-121.73987948838601,Zone A
Location 334,shelter,37.05731317170681,-121.73987948838601,Zone B
Location 334,shelter,37.05731317170681,-121.73987948838601,Zone C
Location 334,shelter,37.05731317170681,-121.73987948838601,Zone D
Location 335,hospital,37.532577165006714,-122.42119344862367,Zone A
Location 335,hospital,37.532577165006714,-122.42119344862367,Zone B
Location 335,hospital,37.532577165006714,-122.42119344862367,Zone C
Location 335,hospital,37.532577165006714,-122.42119344862367,Zone D
Location 336,fire_station,37.338454458427414,-121.70589797534186,Zone A
Location 336,fire_station,37.338454458427414,-121.70589797534186,Zone B
Location 336,fire_station,37.338454458427414,-121.70589797534186,Zone C
Location 336,fire_station,37.338454458427414,-121.70589797534186,Zone D
Location 337,hospital,37.6969421777779,-122.10277628001471,Zone A
Location 337,hospital,37.6969421777779,-122.10277628001471,Zone B
Location 337,hospital,37.6969421777779,-122.10277628001471,Zone C
Location 337,hospital,37.6969421777779,-122.10277628001471,Zone D
Location 338,fire_station,37.91220410794907,-122.29327693879046,Zone A
Location 338,fire_station,37.91220410794907,-122.29327693879046,Zone B
Location 338,fire_station,37.91220410794907,-122.29327693879046,Zone C
Location 338,fire_station,37.91220410794907,-122.29327693879046,Zone D
Location 339,shelter,37.491963027928904,-122.2025883092094,Zone A
Location 339,shelter,37.491963027928904,-122.2025883092094,Zone B
Location 339,shelter,37.491963027928904,-122.2025883092094,Zone C
Location 339,shelter,37.491963027928904,-122.2025883092094,Zone D
Location 340,fire_station,37.49443632381584,-121.64357159113274,Zone A
Location 340,fire_station,37.49443632381584,-121.64357159113274,Zone B
Location 340,fire_station,37.49443632381584,-121.64357159113274,Zone C
Location 340,fire_station,37.49443632381584,-121.64357159113274,Zone D
Location 341,shelter,37.9187749976846,-122.38174371699242,Zone A
Location 341,shelter,37.9187749976846,-122.38174371699242,Zone B
Location 341,shelter,37.9187749976846,-122.38174371699242,Zone C
Location 341,shelter,37.9187749976846,-122.38174371699242,Zone D
Location 342,fire_station,37.23043112576976,-122.35490554778337,Zone A
Location 342,fire_station,37.23043112576976,-122.35490554778337,Zone B
Location 342,fire_station,37.23043112576976,-122.35490554778337,Zone C
Location 342,fire_station,37.23043112576976,-122.35490554778337,Zone D
Location 343,hospital,37.34644709637369,-121.54098362892803,Zone A
Location 343,hospital,37.34644709637369,-121.54098362892803,Zone B
Location 343,hospital,37.34644709637369,-121.54098362892803,Zone C
Location 343,hospital,37.34644709637369,-121.54098362892803,Zone D
Location 344,hospital,37.56704402016176,-121.99761661526125,Zone A
Location 344,hospital,37.56704402016176,-121.99761661526125,Zone B
Location 344,hospital,37.56704402016176,-121.99761661526125,Zone C
Location 344,hospital,37.56704402016176,-121.99761661526125,Zone D
Location 345,hospital,37.826323125560435,-121.55988808439729,Zone A
Location 345,hospital,37.826323125560435,-121.55988808439729,Zone B
